GeneSet	DESC	GeneSet,Genes
ACSL6	ACSL6	ACSL6,ACSL5,SLC27A3,ACOT2,ACSF2,SLC27A6,ACSBG1,ACSBG2,ACOT1,ACSF3,ACSL3
ACSM1	ACSM1	ACSM1,ACSM2B,CYP2E1,ACAA1,ACOT2,ACSF2,ACSM2A,ACOX1,CYP4F12,ACSL6,ACSF3
ACSM2A	ACSM2A	ACSM2A,ACSM5,ACSM4,ACSM6,OXSM,ACSF2,ACSM3,ACSM2B,ACSM1,ACSF3,ACOT7
ACSM2B	ACSM2B	ACSM2B,ACSM1,ACSM4,ACSM5,ACSM6,ACSF2,ACSM2A,ACSF3,ACOT12,ACOT2,ACAT2
ACSM3	ACSM3	ACSM3,ACSM2A,ACSM4,ACSM6,ACSM5,ACSF2,PCCA,PCCB,ACSL5,ACACA,THEM5
ACSM4	ACSM4	ACSM4,ACSM6,ACSM5,ACSF2,OXSM,ACSF3,ACSM2B,ACSM2A,ACOT12,THEM5,ACOT2
ACSM5	ACSM5	ACSM5,ACSM6,ACSM4,ACSF2,OXSM,ACSM2A,ACSF3,ACOT12,ACSM2B,THEM5,ACOT2
ACSM6	ACSM6	ACSM6,ACSM5,ACSM4,ACSF2,OXSM,ACSF3,ACSM2A,ACSM2B,ACOT12,THEM5,ACOT2
ACSS1	ACSS1	ACSS1,ACSS3,PDHX,ACSS2,PDHB,ACSM5,PCCB,PCCA,ACSM6,ACSM4,ACLY
ACSS2	ACSS2	ACSS2,ACSS1,ACSF3,ACSM3,ACSL5,ACSL6,ACSS3,ACLY,ACSBG2,PCCA,ACSF2
ACSS3	ACSS3	ACSS3,ACSS1,OXCT2,OXCT1,ACSM5,ACSM4,ACSM6,HMGCLL1,AACS,ACSF2,ACSM2A
ACTA1	ACTA1	ACTA1,LMOD3,ACTC1,TPM3,SGCA,MYLK2,MYH3,TTN,MYH13,MYL6B,MYH14
ACTA2	ACTA2	ACTA2,EDN3,THBS4,RHOA,AGT,HAS2,SERPINF2,PDGFD,MAPK14,GJA1,ACTG1
ACTB	ACTB	ACTB,ACTG1,EZR,PFN1,EFNA5,SS18,ACTL6B,ACTL6A,PRKCI,GRHL3,RDX
ACTBL2	ACTBL2	ACTBL2,POTEI,POTEJ,POTEF,POTEE,SPTB,SIPA1L1,KLHL17,PCLO,ACTL9,PDLIM4
ACTC1	ACTC1	ACTC1,LMOD1,ACTA1,LMOD2,CFL2,MYH3,FMN1,CNN2,LMOD3,TWF1,SVIL
ACTG1	ACTG1	ACTG1,ACTB,TJP1,EZR,PFN1,PFN2,CLDN3,OCLN,EPHA3,F11R,PARVA
ACTG2	ACTG2	ACTG2,GLIPR2,PTP4A1,ACTC1,FMN1,S100A4,UTRN,SMIM22,AAMP,FAM83H,SH3D19
ACTL10	ACTL10	ACTL10,PLEKHH1,STPG3,ACTRT2,IPP,TEX35,CFAP57,CEP170B,WIPF2,ACTRT3,LRRC14B
ACTL6A	ACTL6A	ACTL6A,RUVBL1,MCRS1,TFPT,ACTR8,RUVBL2,INO80B,INO80D,INO80E,ACTR5,PHF10
ACTL6B	ACTL6B	ACTL6B,PHF10,SMARCD1,DPF3,PBRM1,SMARCC2,SMARCE1,SMARCD2,BCL7A,BCL7C,SMARCC1
ACTL7A	ACTL7A	ACTL7A,ACTL9,ACRBP,CCDC136,PDCL2,CCDC42,PFN4,CFAP65,MFSD14A,CCDC38,SPACA1
ACTL7B	ACTL7B	ACTL7B,RANBP10,GAS2L3,THSD7B,CCDC6,EPB41L1,SPATA4,TXNDC9,CATIP,EPB41L4A,PFN3
ACTL8	ACTL8	ACTL8,TAGLN,KRT23,KRT40,CNN3,TPM4,KRT39,TAGLN2,KRT37,KRT24,KRT33A
ACTL9	ACTL9	ACTL9,ACTL7A,POTEI,ACRBP,POTEJ,ACTBL2,POTEF,PFN4,CFAP65,CCDC136,SPAG1
ACTN1	ACTN1	ACTN1,BAIAP2L1,ADD2,ADD1,TPM4,PFN1,SYNPO2,ACTG1,RND1,DMTN,CNN2
ACTN2	ACTN2	ACTN2,UTRN,CTTN,BAIAP2L1,FXYD5,TJP1,PRKCZ,ANK3,MTSS1,NEDD9,SCN1B
ACTN3	ACTN3	ACTN3,MYOG,CAPN3,SGCA,MYOZ1,ACTA1,TNNT1,MYH7,TRIM63,TNNT2,MYLK2
ACTN4	ACTN4	ACTN4,CTTN,MYO1C,BAG4,FCHSD2,AGAP2,PFN1,PFN2,ARHGEF2,WASHC2C,WASHC1
ACTR10	ACTR10	ACTR10,TRAK2,BLOC1S2,BLOC1S1,MLPH,BLOC1S4,VAT1,HEBP2,GCA,KIF1C,KIF1A
ACTR1A	ACTR1A	ACTR1A,SFT2D2,SYTL2,BICDL2,SFT2D1,SYTL1,YIPF1,RASEF,ARL5C,SNX11,YIPF2
ACTR1B	ACTR1B	ACTR1B,HEBP2,MUC15,MUCL1,BPIFB4,BPIFB2,NHLRC2,MUC5B,CPPED1,TOR4A,KPRP
ACTR2	ACTR2	ACTR2,ACTR3,OOEP,FMN2,AUNIP,SMC5,PARP3,INO80,ZNF365,MCIDAS,NSMCE2
ACTR3	ACTR3	ACTR3,ACTR2,CARMIL2,ARPC2,SAPCD2,FSCN1,PARVB,MTCL1,OOEP,MISP,MAPRE1
ACTR3B	ACTR3B	ACTR3B,EML5,ACTR3C,HSPA12A,KLHL5,GSTCD,GIPC2,RUSC2,TMEM52B,C19orf18,TSPAN3
ACTR3C	ACTR3C	ACTR3C,C5orf46,ACTR3B,HSPA12A,NXPE4,SBSN,C19orf18,TMEM52B,ARL15,GSTCD,TMEM256
ACTR5	ACTR5	ACTR5,ACTR8,INO80E,INO80B,INO80D,INO80C,TFPT,NFRKB,MCRS1,RUVBL1,RUVBL2
ACTR6	ACTR6	ACTR6,SRCAP,PCGF1,ZNF274,GATAD2B,GATAD2A,TAF1L,RSF1,BAZ2B,BICRA,CHD3
ACTR8	ACTR8	ACTR8,INO80E,INO80B,ACTR5,INO80C,INO80D,TFPT,NFRKB,MCRS1,RUVBL1,RUVBL2
ACTRT2	ACTRT2	ACTRT2,CFAP57,STPG3,PLEKHH1,ACTL10,CEP170B,NBPF12,NBPF20,SEC14L6,NBPF26,TRIM16L
ACTRT3	ACTRT3	ACTRT3,TEX35,ANKRD37,ACTRT2,ACTL10,STPG3,PLEKHH1,C2CD2,CFAP57,FRG2B,FRG2C
ACVR1	ACVR1	ACVR1,BMPR2,SMAD6,SEMA3C,ENG,HAND2,TGFBR2,TBX20,ROBO1,MEGF8,ROBO2
ACVR1B	ACVR1B	ACVR1B,LATS2,LATS1,CCND1,CCNA2,STK11,CDK4,CCND3,PLCB1,PIAS1,IQGAP3
ACVR1C	ACVR1C	ACVR1C,IRS2,PIM3,RAF1,IGF1R,TNFSF10,PDPK1,PIK3CA,STXBP4,PIM1,CASP8
ACVR2A	ACVR2A	ACVR2A,ACVR2B,FZD1,SCUBE3,ILK,NTRK3,STK4,BMPR1B,TWSG1,ERBB2,FGFR1
ACVR2B	ACVR2B	ACVR2B,ACVR2A,NODAL,SALL1,NOTCH2,FOXC2,FOXC1,ARID5B,FOXF1,NOG,SMO
ACVRL1	ACVRL1	ACVRL1,TMEM100,TGFB3,GDF2,JAG1,ENG,GATA5,TGFBR1,ANGPT4,TGFBR2,DLL4
ACY1	ACY1	ACY1,GGACT,ACY3,GMPPA,HDHD2,DPP3,AMY2B,CMBL,BPHL,CPD,CNDP2
ACY3	ACY3	ACY3,GIPC2,GSTCD,HDHD2,ACTR3B,RUSC2,TMEM52B,C19orf18,TSPAN3,CYSTM1,ARL15
ACYP1	ACYP1	ACYP1,ACYP2,LHPP,PPA1,DUSP28,INPP1,GDPD4,PROCA1,PP2D1,PLPP5,ABHD3
ACYP2	ACYP2	ACYP2,ACYP1,LHPP,PPA1,PPP1R27,PPP1R36,INPP1,PPP1R37,GDPD4,DUSP28,SYT16
ADA	ADA	ADA,PNP,XDH,NT5E,ADAL,NT5C1A,ADA2,AK4,FHIT,NT5C2,ADSL
ADA2	ADA2	ADA2,ADAL,TTR,NT5C1B,ADARB2,ADA,CDA,FHIT,ADAT2,PNP,APRT
ADAD1	ADAD1	ADAD1,ADAD2,ADARB2,TSNAX,NSUN2,ADAT2,SPATA24,TDRD9,TDRD12,VIRMA,ADARB1
ADAD2	ADAD2	ADAD2,ADAD1,ADARB2,TSNAX,VIRMA,ZC3H13,UTP14C,ADAT2,ADAT3,NSUN2,TRMT61A
ADAL	ADAL	ADAL,NT5C1B,DCTD,ADARB2,DCK,NT5C3B,ADA2,AK1,ENTPD8,TK2,REXO2
ADAM10	ADAM10	ADAM10,PSENEN,APH1A,SPPL3,NCSTN,SPPL2B,SPPL2A,TSPAN15,LRIG2,PRTN3,TSPAN5
ADAM11	ADAM11	ADAM11,VWA1,MMP24,ADAMTS13,COL16A1,COL6A3,COL6A2,ITGB5,ITGA1,ZYX,TAC1
ADAM12	ADAM12	ADAM12,THBS2,THSD7A,AGGF1,PLEKHA2,TNFRSF12A,ECM2,ADAM22,AAMP,SPOCK2,CGREF1
ADAM15	ADAM15	ADAM15,FN1,THY1,ITGA1,CIB1,FAP,ITGA6,HRG,TNFRSF12A,ADAMTS1,ACKR3
ADAM17	ADAM17	ADAM17,HIF1A,EGFR,PLCG1,EGF,GAS6,CXCL12,SOCS5,CXCL8,IL12A,BCAR1
ADAM18	ADAM18	ADAM18,ADAM32,ADAM29,ADAM30,ASTL,PRSS37,ADAM28,TMPRSS12,PRSS55,ADAM20,MEA1
ADAM19	ADAM19	ADAM19,SPON1,HTRA1,ADAM22,PHLDA2,AMBP,ADAM12,APH1A,ADAM10,ITM2B,PRTN3
ADAM2	ADAM2	ADAM2,CRISP1,SPATA46,TMEM95,SPACA3,IZUMO1,ADAM32,CD9,IZUMO1R,LYZL6,GLIPR1L1
ADAM20	ADAM20	ADAM20,ADAM21,ADAM30,ADAM29,ADAM18,ADAM32,ADAM28,ASTL,ADGB,OVCH2,PRSS55
ADAM21	ADAM21	ADAM21,ADAM20,ADAM30,ADAM29,ADAM32,ADAM18,ADAM28,IGSF8,ADAM2,ASTL,PRSS55
ADAM22	ADAM22	ADAM22,AMIGO3,PCDHGC4,PCDHGC5,ADAM23,DSCAM,MAG,PPFIBP1,CNTN4,NINJ2,PCDHGC3
ADAM23	ADAM23	ADAM23,ADAM22,SPOCK2,NCAN,LSAMP,BCAN,PCOLCE2,CSF3R,CD164,ADAM12,APLP1
ADAM28	ADAM28	ADAM28,PRSS21,ADAM29,OVCH2,ADAM18,ADGB,MMEL1,ADAM30,ADAM20,ADAMTS17,OVCH1
ADAM29	ADAM29	ADAM29,ADAM30,ADAM20,ADAM18,ADAM28,ADAM21,ADGB,PRSS21,ADAM32,MEA1,PRSS55
ADAM30	ADAM30	ADAM30,ADAM29,ADAM20,ADAM32,ADAM18,ADAM21,ADAM28,RHOBTB3,ADGB,PRSS21,RNF38
ADAM32	ADAM32	ADAM32,ADAM18,ADAM30,ADAM29,ASTL,PRSS37,PCSK4,ADAM2,ADAM20,ZAN,ADAM21
ADAM33	ADAM33	ADAM33,AGBL3,AMZ1,AMZ2,CPXM2,LVRN,CPXM1,CPA6,CPA5,CPO,MMEL1
ADAM7	ADAM7	ADAM7,RAB25,ARMC12,ROPN1L,ADAM18,CATSPERD,GLIPR2,ADAM29,C2CD6,SERPINB5,QRICH2
ADAM8	ADAM8	ADAM8,JAM3,AXL,IL18,MDK,CD47,MAPK14,CCL11,HCK,NINJ1,ADTRP
ADAM9	ADAM9	ADAM9,THBS1,PRKCE,PAK1,IQGAP1,INSR,ITGA6,ITGA1,P2RX7,EPHA1,EPGN
ADAMDEC1	ADAMDEC1	ADAMDEC1,MMP26,TIMP3,MMP28,ADAMTS8,SLPI,TIMP2,CST3,ADAMTS17,KNG1,MEP1B
ADAMTS1	ADAMTS1	ADAMTS1,MMP2,SULF1,FBLN1,SPARC,DCN,ADAM15,KRIT1,SERPINE1,VASH1,THY1
ADAMTS10	ADAMTS10	ADAMTS10,ADAMTS14,MMP10,ADAMTS17,MMP23B,MMP27,ADAMTS15,MMP11,ADAMTS8,PRSS1,MMP28
ADAMTS12	ADAMTS12	ADAMTS12,ADAMTS7,SERPINH1,ECM1,DDR2,MMP13,TGFBI,CHADL,MMP3,MMP9,LTBP3
ADAMTS13	ADAMTS13	ADAMTS13,MMP3,MMP15,CTSG,PLG,MMP27,MMP1,MMP23B,VWF,ADAMTS8,PRTN3
ADAMTS14	ADAMTS14	ADAMTS14,MMP10,ADAMTS10,MMP23B,MMP27,MMP11,ADAMTS17,MMP20,MMP1,ADAMTS15,MMP28
ADAMTS15	ADAMTS15	ADAMTS15,MMP10,MMP23B,ADAMTS10,MMP27,ADAMTS14,MMP11,MMP15,MMP19,PRSS1,ADAMTS4
ADAMTS16	ADAMTS16	ADAMTS16,WNT6,WNT9B,LAMA5,NPNT,WNT4,DCHS1,EPCAM,CTNNBIP1,TIE1,ILK
ADAMTS17	ADAMTS17	ADAMTS17,MMP10,ADAMTS14,ADAMTS10,MMEL1,OVCH1,CPXM2,MMP27,MMP23B,AMZ1,AMZ2
ADAMTS18	ADAMTS18	ADAMTS18,TIMP3,ADAMTS17,ADAMTS8,MMP26,SVBP,ADAMDEC1,MMP28,PROC,PRSS56,SPOCK3
ADAMTS19	ADAMTS19	ADAMTS19,ADAMTS5,ADAMTS9,MDM4,ELN,BMPR2,ADAMTS6,EMILIN1,NFATC1,MMP21,HEG1
ADAMTS2	ADAMTS2	ADAMTS2,ADAMTS14,TLL1,ADAMTS4,MMP23B,MMP11,MMP19,ADAMTS3,COL10A1,MMP10,ADAMTS10
ADAMTS20	ADAMTS20	ADAMTS20,MMP1,ADAMTSL4,FAP,MMP28,ADAMTS8,MMP26,MMP11,MMP9,MMP3,MMP19
ADAMTS3	ADAMTS3	ADAMTS3,PLOD3,COL5A1,ADAMTS2,FKBP10,COL8A1,FGFBP3,MMP19,ADAMTS1,COL4A2,LUM
ADAMTS4	ADAMTS4	ADAMTS4,MMP10,ADAMTS15,TLL1,ADAMTS14,MMP19,COL10A1,ADAMTS10,ADAMTS17,COL9A2,MMP20
ADAMTS5	ADAMTS5	ADAMTS5,ADAMTS19,ADAMTS9,EMILIN1,ELN,MDM4,TIE1,ADAMTS6,TGFBR2,MMP19,BMPR2
ADAMTS6	ADAMTS6	ADAMTS6,MMP17,ADAMTS9,ADAMTS4,MMP21,ADAMTS17,MMP19,ADAMTS5,CNTRL,TLL1,ADAMTS19
ADAMTS7	ADAMTS7	ADAMTS7,ADAMTS12,SERPINH1,MMP13,BMP1,MMP16,MMP11,ECM1,MUSTN1,CTSK,MATN1
ADAMTS8	ADAMTS8	ADAMTS8,MMP28,MMP26,MMP11,MMP10,ADAMTS10,ADAMTS14,MMP23B,ADAMTS17,MMP27,ADAMTS15
ADAMTS9	ADAMTS9	ADAMTS9,ADAMTS5,ADAMTS19,TIE1,ADAMTS6,ADAMTS8,MMP15,MDM4,EMILIN1,ADAMTS1,FAP
ADAMTSL1	ADAMTSL1	ADAMTSL1,COL22A1,GFOD2,AADACL2,COL24A1,COL9A3,CES4A,ADAMTSL3,PAPLN,COL23A1,MEST
ADAMTSL2	ADAMTSL2	ADAMTSL2,PBLD,LRRC32,CILP,LTBP2,GLG1,CRISPLD2,HTRA3,LTBP4,VASN,SPOCK2
ADAMTSL3	ADAMTSL3	ADAMTSL3,C6orf15,ST7,OLFML2B,OLFML2A,ADAMTSL5,MATN4,GFOD2,LRRC3B,COL24A1,ABI3BP
ADAMTSL4	ADAMTSL4	ADAMTSL4,ADAMTS20,COL7A1,LAMA3,LAMC2,COL17A1,COL6A3,MMP9,LAMB3,COL8A1,KRT34
ADAMTSL5	ADAMTSL5	ADAMTSL5,ADAMTSL3,C6orf15,MATN4,ADAMTS10,ECM2,ST7,OLFML2A,OLFML2B,COL5A3,FBN3
ADAP1	ADAP1	ADAP1,ARHGAP19,CHN2,RALGAPA2,GPR182,ARHGAP9,RGS6,GNG10,GNG11,ARHGAP32,RGS5
ADAP2	ADAP2	ADAP2,MOSPD3,ARAP2,AGAP1,TBC1D3F,TBC1D3G,ADAP1,RUNDC3A,SNX13,DDHD1,TPTE2
ADAR	ADAR	ADAR,ADARB1,PRKRA,RBM47,METTL3,APOBEC3F,TARBP2,AICDA,APOBEC3G,LIN28A,METTL14
ADARB1	ADARB1	ADARB1,ADAR,ADARB2,METTL4,METTL16,ADAD2,ADAD1,METTL14,APOBEC1,PTBP3,A1CF
ADARB2	ADARB2	ADARB2,ADAD2,ADAT2,PAPOLB,ADAT1,ADAT3,ADAD1,VIRMA,TRMT2A,PAPOLG,MBNL2
ADAT1	ADAT1	ADAT1,ADAT3,ADARB2,ADAT2,TRMO,TRMT13,THUMPD2,TRIT1,DUS3L,APOBEC4,OSGEPL1
ADAT2	ADAT2	ADAT2,ADAT3,ADARB2,ADAT1,ALKBH8,KTI12,TRIT1,MTO1,GTPBP3,THUMPD1,CTU2
ADAT3	ADAT3	ADAT3,ADAT1,ADAT2,THUMPD1,TRMT11,METTL6,TRMT61A,ADARB2,TRMT1,TRIT1,DTWD2
ADCK1	ADCK1	ADCK1,MIEF2,PARL,MFN1,AURKAIP1,MTCH2,FMC1,PLD6,DDHD1,UBL4B,RNF122
ADCK2	ADCK2	ADCK2,COQ8A,PPTC7,COQ4,COQ9,COQ6,COQ7,COQ5,COQ8B,RTN4IP1,UBE2U
ADCK5	ADCK5	ADCK5,SBK1,EVI2A,PSKH2,TMEM243,STUM,KIAA2013,NXPE2,MANBAL,EVA1B,TEX29
ADCY1	ADCY1	ADCY1,ADCY2,ADCY4,ADCY3,ADCY8,ADCY5,ADCY9,PDE4A,HCRTR2,GNAI1,GLP1R
ADCY10	ADCY10	ADCY10,ADCYAP1,ADCY5,LPAR1,GNAI2,PTH,P2RY12,ADRA1D,RIMS2,P2RY1,ADRA1B
ADCY2	ADCY2	ADCY2,ADCY4,ADCY5,GNAI1,ADCY3,ADCY9,GPR78,GPR26,MC5R,ADRA1D,ADRA1B
ADCY3	ADCY3	ADCY3,ADCY2,PDE4A,ADCY4,ADCY9,ADCY5,ADCY1,TCP11,GNB1,GNAI1,OR51E2
ADCY4	ADCY4	ADCY4,ADCY2,ADCY5,ADCY9,GPR78,GPR26,OXER1,ADRA1D,ADRA1B,MC5R,ADGRD1
ADCY5	ADCY5	ADCY5,ADCY4,ADRA1D,ADCY2,ADRA1B,CHRM2,GNAI2,GNB1,ADCYAP1,GPR37,OPRM1
ADCY6	ADCY6	ADCY6,ADCY5,PRKACB,NPR1,ADCY4,ADCY2,ADRA1B,ADCY9,GNAI2,GPR4,ADRA1D
ADCY7	ADCY7	ADCY7,CRHR1,RGS1,AKAP12,ADCY2,ADCY9,CNR1,GUCY2C,ADCY4,RAPGEF4,FFAR4
ADCY8	ADCY8	ADCY8,CHRM1,GHRL,HCRT,AKAP5,SLC8A2,GRIA1,DLG4,ADCY1,GNG3,GIP
ADCY9	ADCY9	ADCY9,ADCY4,ADCY2,ADCY5,ADCY3,RIC8A,GPR26,GPR78,PDE4A,ADRA1D,GNB1
ADCYAP1	ADCYAP1	ADCYAP1,ADRA1D,LPAR1,GALR1,GNAI2,PTH,ADCY5,VIP,ADRA1B,GNAS,P2RY1
ADCYAP1R1	ADCYAP1R1	ADCYAP1R1,GIP,PDE3A,SSTR3,GHRHR,FSHR,AVPR1B,SSTR2,LPAR1,INSL3,SSTR1
ADD1	ADD1	ADD1,BAIAP2L1,ADD3,DMTN,EPB41,PFN3,ADD2,CORO2B,SYNPO2,SWAP70,VASP
ADD2	ADD2	ADD2,ADD1,AVIL,MICALL2,WASF3,SPTB,PFN3,ACTN1,VASP,POTEF,PACSIN1
ADD3	ADD3	ADD3,ADD1,SMTNL1,CNN2,PFN3,CDC42EP2,FMNL2,BAIAP2L1,SH3D19,ACTG1,ADD2
ADGB	ADGB	ADGB,CAPN11,PRSS21,ADAM29,ADAM28,CAPN15,CAPN12,CAPN14,PRSS55,ADAM18,CAPN13
ADGRA1	ADGRA1	ADGRA1,GPR182,GNG10,GNG11,ADGRA3,GPR85,OXGR1,MRGPRF,GPR160,MRGPRX4,MRGPRE
ADGRA2	ADGRA2	ADGRA2,FZD8,FZD4,PROK2,LGR6,ADGRG1,RAMP2,PGF,SEMA5A,CCR3,GAB1
ADGRA3	ADGRA3	ADGRA3,OXGR1,GPR182,MRGPRG,GPR153,MRGPRE,MRGPRX4,GPR162,GPR160,MRGPRF,MRGPRX3
ADGRB1	ADGRB1	ADGRB1,DOCK1,MARCO,FPR2,P2RY6,ITGAM,VAV1,ITGB2,SIRPB1,CCL2,ADGRB2
ADGRB2	ADGRB2	ADGRB2,ADGRG3,ADGRE3,ADGRL4,ADGRB3,ADGRG7,ADGRF1,GPR171,ADGRG5,ADGRD1,ADRA1D
ADGRB3	ADGRB3	ADGRB3,ADGRG3,ADGRB2,RGS12,ADGRL3,LPAR1,ADGRF1,LPAR3,ADRA1D,RGS8,ADGRG6
ADGRD1	ADGRD1	ADGRD1,ADGRG7,ADGRG5,ADGRF3,ADGRF4,ADGRL4,ADGRE3,GPR26,GPR78,GPR182,ADGRA3
ADGRE1	ADGRE1	ADGRE1,ADGRE5,ADGRL4,ADGRG7,FCRL4,ADGRG5,ADGRF4,ADGRF3,ADGRE3,FPR2,ADGRD1
ADGRE2	ADGRE2	ADGRE2,ADGRE5,ADGRE1,CXCR6,FPR2,GPR33,CCRL2,FPR3,CCR8,XCR1,PTGDR2
ADGRE3	ADGRE3	ADGRE3,ADGRL4,ADGRG7,ADGRG5,ADGRF3,ADGRF4,ADGRD1,ADGRL1,ADGRF1,GPR182,ADGRA3
ADGRE5	ADGRE5	ADGRE5,ADGRE2,ADGRE1,FPR2,CXCR6,ADGRE3,KLRG1,ADGRL4,GPR33,ADGRG7,RGS1
ADGRF1	ADGRF1	ADGRF1,ADGRE3,ADGRG7,ADGRG5,ADGRF4,ADGRF3,ADGRL4,ADGRD1,ADGRL1,ADGRB2,ADGRB3
ADGRF3	ADGRF3	ADGRF3,ADGRG5,ADGRF4,ADGRG7,ADGRL4,ADGRD1,ADGRE3,GPR26,ADGRA3,GPR78,GPR182
ADGRF4	ADGRF4	ADGRF4,ADGRG7,ADGRF3,ADGRG5,ADGRL4,ADGRD1,ADGRE3,GPR78,GPR26,ADGRA3,GPR182
ADGRF5	ADGRF5	ADGRF5,P2RY6,PLCB3,P2RY2,ADGRB1,ADGRG3,GPR4,ADGRB2,LANCL1,ADGRF1,GPR157
ADGRG1	ADGRG1	ADGRG1,ADGRA2,THY1,RTN4R,CSPG4,MET,RAPGEF3,ACKR3,RASIP1,RAMP2,GPR4
ADGRG3	ADGRG3	ADGRG3,ADGRB2,ADGRB3,ADGRG7,ADGRD1,ADGRL4,ADGRF4,RGS18,ADGRG5,RGS3,ADGRF3
ADGRG5	ADGRG5	ADGRG5,ADGRF3,ADGRG7,ADGRF4,ADGRL4,ADGRD1,ADGRE3,GPR26,GPR182,ADGRA3,GPR78
ADGRG6	ADGRG6	ADGRG6,ADGRB3,ADGRF1,ADGRB2,ADGRD1,ADGRL3,APLP2,ADGRL1,ADGRL4,ADGRG7,ADGRG5
ADGRG7	ADGRG7	ADGRG7,ADGRF4,ADGRG5,ADGRF3,ADGRL4,ADGRD1,ADGRE3,GPR182,GPR78,ADGRA3,GPR26
ADGRL1	ADGRL1	ADGRL1,ADGRL2,ADGRG7,ADGRL4,ADGRG5,ADGRF4,ADGRF3,ADGRD1,ADGRE3,ADGRL3,GPR182
ADGRL2	ADGRL2	ADGRL2,ADGRL1,ADGRG7,ADGRF3,ADGRF4,ADGRG5,ADGRL4,ADGRD1,ADGRE3,GPR78,GPR26
ADGRL3	ADGRL3	ADGRL3,ADGRL1,ADGRB3,ADGRL4,ADGRF1,ADGRG7,ADGRA1,ADGRG5,ADGRG6,ADGRD1,ADGRF3
ADGRL4	ADGRL4	ADGRL4,ADGRG7,ADGRG5,ADGRF4,ADGRF3,ADGRD1,ADGRE3,GPR26,GPR78,GPR182,ADGRL1
ADGRV1	ADGRV1	ADGRV1,WHRN,USH2A,USH1G,PDZD7,HPCA,PCDH15,TUB,CDH23,CHRNA10,USH1C
ADH1A	ADH1A	ADH1A,ADH1C,ADH1B,ADH6,ADH4,ADH7,DHRS4,ALDH3B2,RDH11,SDR9C7,ALDH3A1
ADH1B	ADH1B	ADH1B,ADH1C,ADH6,ADH1A,ADH7,ADH4,SDR9C7,CYP27C1,RDH11,RDH5,DHRS7
ADH1C	ADH1C	ADH1C,ADH1B,ADH6,ADH1A,ADH7,ADH4,SDR9C7,CYP27C1,RDH11,DHRS7,ALDH8A1
ADH4	ADH4	ADH4,DHRS4,ADH1B,ADH1A,ADH7,ADH1C,ADH6,RDH11,ALDH1A1,AKR1B10,ALDH3B2
ADH5	ADH5	ADH5,ADH7,ADH4,CPT1A,CYP1A1,ALDH1A1,UGT1A8,CAT,CYP4V2,MGST2,FMO5
ADH6	ADH6	ADH6,ADH1C,ADH1B,ADH1A,ADH7,ADH4,ALDH8A1,SDR9C7,CYP27C1,RDH11,DHRS7
ADH7	ADH7	ADH7,ADH1B,ADH1C,ADH4,ADH1A,ADH6,RDH11,CYP27C1,SDR9C7,DHRS4,DHRS7
ADHFE1	ADHFE1	ADHFE1,L2HGDH,GPT2,GOT2,TAT,OGDHL,AADAT,KYAT3,HOGA1,GOT1,HAGH
ADI1	ADI1	ADI1,ENOPH1,MRI1,APIP,MTRR,MAT1A,BHMT2,MAT2B,MSRA,BHMT,AHCY
ADIG	ADIG	ADIG,FAM209B,ADIRF,VSTM2A,SPATA31D3,SPATA31D1,SPATA31E1,SPATA31D4,SPATA31A1,SPATA31A6,SPATA31A5
ADIPOQ	ADIPOQ	ADIPOQ,FGF21,ITGB3,PCSK9,APOD,LEP,SREBF1,CD38,PON1,PRKAA1,PPARA
ADIPOR1	ADIPOR1	ADIPOR1,ADIPOR2,IRS2,CDH3,TGFB1I1,LEPR,GDF15,PDE3B,GRB10,DAB2,CSNK2B
ADIPOR2	ADIPOR2	ADIPOR2,ADIPOR1,PTH2R,UCN3,NAMPT,APPL2,HADH,TNFRSF12A,LEPR,SCTR,PRKAB2
ADIRF	ADIRF	ADIRF,ZBTB7C,MEDAG,AAMDC,ETV3L,ZHX3,C14orf93,CCDC85B,ZFP64,EBF2,JDP2
ADK	ADK	ADK,PRTFDC1,APRT,DCK,UCKL1,CMPK1,TK2,AK5,GMPS,DCTD,ENTPD8
ADM	ADM	ADM,RAMP2,CALCA,GPER1,PROK2,ECE1,APLNR,CAV3,GNA12,CASR,CD38
ADM2	ADM2	ADM2,MYDGF,PROK2,ADM5,PTPRJ,RAMP2,PRKD2,CCR3,PDCL3,AGGF1,PGF
ADM5	ADM5	ADM5,ADRA1B,MC3R,GPR26,GPR78,ADRA1D,VIP,GLP1R,OXER1,GNAS,ADCY5
ADNP	ADNP	ADNP,CREB1,IMPACT,APBB1,CUX2,BCL11A,APBB2,CTDSP1,CPEB3,CTBP1,PPP2R5B
ADNP2	ADNP2	ADNP2,PROX2,MYT1,ZIC4,ZBTB8B,TSHZ2,DBX2,BHLHA9,ZNF705A,EBF1,LEUTX
ADO	ADO	ADO,NGB,HMOX2,TXN2,HBE1,IPCEF1,FRRS1,EGLN3,MB,PKLR,PYROXD1
ADORA1	ADORA1	ADORA1,NTSR1,CNR1,GPER1,ADM,FFAR4,OPRD1,DRD2,ADORA2B,DRD1,AKAP12
ADORA2A	ADORA2A	ADORA2A,RGS9,DRD5,CNR2,GRM2,DRD3,RGS7,RGS2,GRIN2A,GRM4,RGS17
ADORA2B	ADORA2B	ADORA2B,PTGIR,CNR1,AKAP12,ADRA1D,ADRA1B,P2RY1,P2RY12,GPR4,ADCY5,HRH4
